,Unnamed: 0,measure_id,measure_name,location_id,location_name,fips,race_id,race_name,sex_id,sex_name,age_group_id,age_name,cause_id,cause_name,year,metric_id,metric_name,val,upper,lower,state_name,county_fips,low_income_pct,obgyn_provider_rate_100k,prenatal_care_first_trimester_pct,obesity_pre_pregnancy_pct,diabetes_pre_pregnancy_pct,hypertension_pre_pregnancy_pct,State Abbreviation,State,guttmacher_index,state,gop_trifecta
1906,3902916,1,Deaths,2585,Dunn County (North Dakota),38025.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.77510443675605e-05,5.59602150837681e-05,2.39640308615784e-05,North_Dakota,38025.0,11.1,0.0,71.9,30.1,1.0,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1907,3902922,1,Deaths,2584,Eddy County (North Dakota),38027.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.6874980051945e-05,5.76406053647647e-05,2.11334558054266e-05,North_Dakota,38027.0,24.3,0.0,81.1,35.2,1.0,0.9,ND,North_Dakota,restrictive,North_Dakota,1
1908,3902928,1,Deaths,2603,Emmons County (North Dakota),38029.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.45196813719161e-05,3.56845265817694e-05,1.62998969228596e-05,North_Dakota,38029.0,19.3,0.0,82.3,30.4,0.9,2.1,ND,North_Dakota,restrictive,North_Dakota,1
1909,3902934,1,Deaths,2589,Foster County (North Dakota),38031.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.07787096846216e-05,4.90566922497256e-05,1.69274667550244e-05,North_Dakota,38031.0,18.1,0.0,82.0,28.3,,1.0,ND,North_Dakota,restrictive,North_Dakota,1
1910,3902940,1,Deaths,2591,Golden Valley County (North Dakota),38033.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.76760224995224e-05,4.24635391730855e-05,1.66118348054033e-05,North_Dakota,38033.0,17.3,0.0,69.8,31.5,,1.5,ND,North_Dakota,restrictive,North_Dakota,1
1911,3902946,1,Deaths,2579,Grand Forks County (North Dakota),38035.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.4044710253749e-05,4.61548860111213e-05,2.38308483498939e-05,North_Dakota,38035.0,21.5,35.5,79.7,34.1,0.8,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1912,3902952,1,Deaths,2601,Grant County (North Dakota),38037.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.10861737362938e-05,4.88447888156758e-05,1.75633181830955e-05,North_Dakota,38037.0,23.6,0.0,76.0,34.7,1.1,1.5,ND,North_Dakota,restrictive,North_Dakota,1
1913,3902958,1,Deaths,2586,Griggs County (North Dakota),38039.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.38122803498487e-05,3.60804390483841e-05,1.39064618426769e-05,North_Dakota,38039.0,18.0,0.0,84.1,32.6,,1.6,ND,North_Dakota,restrictive,North_Dakota,1
1914,3902964,1,Deaths,2606,Hettinger County (North Dakota),38041.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.77778103059367e-05,6.06040564914558e-05,2.08736968966665e-05,North_Dakota,38041.0,22.9,0.0,80.2,31.3,1.0,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1915,3902970,1,Deaths,2594,Kidder County (North Dakota),38043.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.08177878975029e-05,4.64120889216031e-05,1.93390548004098e-05,North_Dakota,38043.0,26.0,0.0,82.9,30.8,0.7,2.0,ND,North_Dakota,restrictive,North_Dakota,1
1916,3902976,1,Deaths,2604,LaMoure County (North Dakota),38045.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.97403327391155e-05,4.61350591891547e-05,1.81477627863263e-05,North_Dakota,38045.0,18.0,0.0,82.3,31.0,,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1917,3902982,1,Deaths,2602,Logan County (North Dakota),38047.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.88070827970529e-05,4.49729566293729e-05,1.6948687354499e-05,North_Dakota,38047.0,30.2,0.0,82.1,29.3,,1.7,ND,North_Dakota,restrictive,North_Dakota,1
1918,3902988,1,Deaths,2572,McHenry County (North Dakota),38049.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.71296598686849e-05,5.43691190556096e-05,2.367434245016e-05,North_Dakota,38049.0,15.4,0.0,79.8,35.4,1.0,2.2,ND,North_Dakota,restrictive,North_Dakota,1
1919,3902994,1,Deaths,2610,McIntosh County (North Dakota),38051.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.70518920673102e-05,4.26112284714326e-05,1.67086114147857e-05,North_Dakota,38051.0,20.9,0.0,76.6,29.3,,,ND,North_Dakota,restrictive,North_Dakota,1
1920,3903000,1,Deaths,2580,McKenzie County (North Dakota),38053.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.16538575123112e-05,7.19920661513791e-05,3.464209970174e-05,North_Dakota,38053.0,24.6,0.0,67.5,32.1,0.8,1.2,ND,North_Dakota,restrictive,North_Dakota,1
1921,3903006,1,Deaths,2583,McLean County (North Dakota),38055.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.15283956960441e-05,4.44532619195645e-05,2.16767950959077e-05,North_Dakota,38055.0,13.6,0.0,79.7,35.4,1.0,2.2,ND,North_Dakota,restrictive,North_Dakota,1
1922,3903012,1,Deaths,2590,Mercer County (North Dakota),38057.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.75535983381684e-05,4.22142055028455e-05,1.71144849665803e-05,North_Dakota,38057.0,19.1,0.0,81.0,33.5,0.9,1.9,ND,North_Dakota,restrictive,North_Dakota,1
1923,3903018,1,Deaths,2600,Morton County (North Dakota),38059.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.53583161935009e-05,4.94261631610528e-05,2.33265505046137e-05,North_Dakota,38059.0,12.8,6.4,83.3,34.3,0.9,2.0,ND,North_Dakota,restrictive,North_Dakota,1
1924,3903024,1,Deaths,2573,Mountrail County (North Dakota),38061.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.5751445487731e-05,7.87449039504856e-05,3.66725622948171e-05,North_Dakota,38061.0,24.4,0.0,64.2,37.7,1.2,1.8,ND,North_Dakota,restrictive,North_Dakota,1
1925,3903030,1,Deaths,2578,Nelson County (North Dakota),38063.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.19621813163988e-05,3.22580078090028e-05,1.40469227371729e-05,North_Dakota,38063.0,16.1,0.0,80.7,35.4,0.8,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1926,3903036,1,Deaths,2596,Oliver County (North Dakota),38065.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.68517891873098e-05,4.25542395497622e-05,1.48621842983754e-05,North_Dakota,38065.0,23.9,0.0,82.9,32.6,0.9,2.2,ND,North_Dakota,restrictive,North_Dakota,1
1927,3903042,1,Deaths,2569,Pembina County (North Dakota),38067.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.96430281807184e-05,4.65624648475794e-05,1.66845903592674e-05,North_Dakota,38067.0,23.0,0.0,81.0,39.2,,1.2,ND,North_Dakota,restrictive,North_Dakota,1
1928,3903048,1,Deaths,2576,Pierce County (North Dakota),38069.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.32066756635351e-05,4.8592133230891e-05,2.1225439798931e-05,North_Dakota,38069.0,18.5,0.0,61.2,39.5,1.4,2.0,ND,North_Dakota,restrictive,North_Dakota,1
1929,3903054,1,Deaths,2574,Ramsey County (North Dakota),38071.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.48083226679695e-05,6.58617177679424e-05,2.83128207698016e-05,North_Dakota,38071.0,16.8,0.0,80.4,39.5,1.0,1.2,ND,North_Dakota,restrictive,North_Dakota,1
1930,3903060,1,Deaths,2607,Ransom County (North Dakota),38073.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.26451109721705e-05,3.29768805654424e-05,1.40139116262202e-05,North_Dakota,38073.0,15.2,0.0,87.9,31.2,1.0,1.7,ND,North_Dakota,restrictive,North_Dakota,1
1931,3903066,1,Deaths,2564,Renville County (North Dakota),38075.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.25047465480989e-05,3.60332831747343e-05,1.29443042118994e-05,North_Dakota,38075.0,13.2,0.0,78.7,32.9,1.1,2.0,ND,North_Dakota,restrictive,North_Dakota,1
1932,3903072,1,Deaths,2608,Richland County (North Dakota),38077.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.86119106978171e-05,3.9000143547521e-05,1.95593459543786e-05,North_Dakota,38077.0,19.3,0.0,86.8,32.1,1.1,1.6,ND,North_Dakota,restrictive,North_Dakota,1
1933,3903078,1,Deaths,2566,Rolette County (North Dakota),38079.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.8476362540356e-05,0.0001160370195483,4.85729230516065e-05,North_Dakota,38079.0,39.5,14.1,36.7,54.7,1.5,2.3,ND,North_Dakota,restrictive,North_Dakota,1
1934,3903084,1,Deaths,2612,Sargent County (North Dakota),38081.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.50854590033497e-05,3.80278290179155e-05,1.57131904113065e-05,North_Dakota,38081.0,9.4,0.0,79.1,33.7,1.5,,ND,North_Dakota,restrictive,North_Dakota,1
1935,3903090,1,Deaths,2581,Sheridan County (North Dakota),38083.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.70280811000617e-05,3.97398125311526e-05,1.69174570893423e-05,North_Dakota,38083.0,18.2,0.0,82.1,32.0,0.9,2.1,ND,North_Dakota,restrictive,North_Dakota,1
1936,3903096,1,Deaths,2609,Sioux County (North Dakota),38085.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.66957327627202e-05,0.0001002672544055,3.97715599338436e-05,North_Dakota,38085.0,53.8,0.0,45.3,44.5,1.3,1.8,ND,North_Dakota,restrictive,North_Dakota,1
1937,3903102,1,Deaths,2605,Slope County (North Dakota),38087.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,,,,North_Dakota,38087.0,21.7,0.0,80.9,31.4,0.7,1.4,ND,North_Dakota,restrictive,North_Dakota,1
1938,3903108,1,Deaths,2599,Stark County (North Dakota),38089.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.60386182399346e-05,6.54575588040233e-05,3.04888091882304e-05,North_Dakota,38089.0,15.3,19.4,78.8,31.7,0.9,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1939,3903114,1,Deaths,2587,Steele County (North Dakota),38091.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.19013539287117e-05,3.30655739735884e-05,1.37346172677786e-05,North_Dakota,38091.0,17.5,0.0,86.1,31.6,0.9,1.9,ND,North_Dakota,restrictive,North_Dakota,1
1940,3903120,1,Deaths,2593,Stutsman County (North Dakota),38093.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.17987543886183e-05,4.48479384152907e-05,2.11793653071422e-05,North_Dakota,38093.0,21.7,0.0,81.8,30.8,,1.6,ND,North_Dakota,restrictive,North_Dakota,1
1941,3903126,1,Deaths,2567,Towner County (North Dakota),38095.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.17529642306007e-05,4.76302011347142e-05,1.87007459664386e-05,North_Dakota,38095.0,22.4,0.0,75.2,46.3,1.4,1.7,ND,North_Dakota,restrictive,North_Dakota,1
1942,3903132,1,Deaths,2588,Traill County (North Dakota),38097.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.51743883405024e-05,3.81420010996473e-05,1.54988939418183e-05,North_Dakota,38097.0,12.8,25.6,85.2,31.7,1.0,1.7,ND,North_Dakota,restrictive,North_Dakota,1
1943,3903138,1,Deaths,2575,Walsh County (North Dakota),38099.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.27926306395493e-05,4.75960796091469e-05,2.12094103500167e-05,North_Dakota,38099.0,21.5,19.6,78.1,37.7,0.9,1.3,ND,North_Dakota,restrictive,North_Dakota,1
1944,3903144,1,Deaths,2570,Ward County (North Dakota),38101.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.68738879810906e-05,7.68466885621723e-05,4.0174396566516e-05,North_Dakota,38101.0,13.8,27.5,79.4,30.7,0.9,2.1,ND,North_Dakota,restrictive,North_Dakota,1
1945,3903150,1,Deaths,2582,Wells County (North Dakota),38103.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.07472264198236e-05,4.53642726228475e-05,1.98933752886372e-05,North_Dakota,38103.0,22.6,0.0,71.4,32.2,0.7,1.1,ND,North_Dakota,restrictive,North_Dakota,1
1946,3903156,1,Deaths,2571,Williams County (North Dakota),38105.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.81684281967453e-05,8.02078450754499e-05,3.9484472846583e-05,North_Dakota,38105.0,18.1,39.1,71.5,31.1,0.9,1.1,ND,North_Dakota,restrictive,North_Dakota,1
1947,3913638,1,Deaths,2697,Adams County (Ohio),39001.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.59756868821136e-05,6.33294162270284e-05,3.26144244327373e-05,Ohio,39001.0,39.8,0.0,75.2,34.7,1.6,3.7,OH,Ohio,some_restrictions_protections,Ohio,1
1948,3913644,1,Deaths,2645,Allen County (Ohio),39003.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.65756305525152e-05,5.86629186252868e-05,3.5352434651016e-05,Ohio,39003.0,24.1,15.8,83.1,34.5,1.3,2.4,OH,Ohio,some_restrictions_protections,Ohio,1
1949,3913650,1,Deaths,2637,Ashland County (Ohio),39005.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.04808517853653e-05,4.029164487503e-05,2.18827752795093e-05,Ohio,39005.0,22.0,11.0,71.5,30.4,0.8,2.0,OH,Ohio,some_restrictions_protections,Ohio,1
1950,3913656,1,Deaths,2701,Ashtabula County (Ohio),39007.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.75188628230329e-05,5.06439716033516e-05,2.67283757330182e-05,Ohio,39007.0,30.7,4.2,64.1,33.5,1.1,5.5,OH,Ohio,some_restrictions_protections,Ohio,1
1951,3913662,1,Deaths,2687,Athens County (Ohio),39009.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.33356507789328e-05,3.07898224221564e-05,1.6377902173418e-05,Ohio,39009.0,25.8,0.0,82.3,31.9,0.8,6.7,OH,Ohio,some_restrictions_protections,Ohio,1
1952,3913668,1,Deaths,2651,Auglaize County (Ohio),39011.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.26748902090109e-05,4.35659847957677e-05,2.30214910025187e-05,Ohio,39011.0,15.0,13.1,84.7,32.9,1.2,2.5,OH,Ohio,some_restrictions_protections,Ohio,1
1953,3913674,1,Deaths,2667,Belmont County (Ohio),39013.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.01138517062528e-05,3.87996975533106e-05,2.21837448590529e-05,Ohio,39013.0,26.8,0.0,81.8,31.8,1.0,1.9,OH,Ohio,some_restrictions_protections,Ohio,1
1954,3913680,1,Deaths,2693,Brown County (Ohio),39015.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.74645754108256e-05,5.05497247171616e-05,2.64908798597629e-05,Ohio,39015.0,25.1,4.6,78.8,34.0,1.3,3.8,OH,Ohio,some_restrictions_protections,Ohio,1
1955,3913686,1,Deaths,2685,Butler County (Ohio),39017.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.3696485770006e-05,5.15993189900454e-05,3.53005644286468e-05,Ohio,39017.0,20.1,11.2,76.7,30.0,1.2,3.5,OH,Ohio,some_restrictions_protections,Ohio,1
1956,3913692,1,Deaths,2648,Carroll County (Ohio),39019.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.08299502062324e-05,4.32282319484253e-05,2.13170844812892e-05,Ohio,39019.0,23.9,0.0,69.1,30.8,1.3,2.3,OH,Ohio,some_restrictions_protections,Ohio,1
1957,3913698,1,Deaths,2664,Champaign County (Ohio),39021.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.83252411917965e-05,5.09112265969492e-05,2.8206210220379e-05,Ohio,39021.0,20.8,0.0,75.5,33.4,1.0,2.5,OH,Ohio,some_restrictions_protections,Ohio,1
1958,3913704,1,Deaths,2671,Clark County (Ohio),39023.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.39209520405916e-05,5.64919079118234e-05,3.31558804279212e-05,Ohio,39023.0,28.0,10.2,69.8,36.6,1.0,4.4,OH,Ohio,some_restrictions_protections,Ohio,1
1959,3913710,1,Deaths,2692,Clermont County (Ohio),39025.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.03196331800518e-05,3.76448581391074e-05,2.3715384065898e-05,Ohio,39025.0,17.3,11.4,80.4,29.9,1.2,3.9,OH,Ohio,some_restrictions_protections,Ohio,1
1960,3913716,1,Deaths,2686,Clinton County (Ohio),39027.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.74871298037863e-05,5.06518159547215e-05,2.75302860270295e-05,Ohio,39027.0,25.9,9.4,74.5,33.6,1.1,2.7,OH,Ohio,some_restrictions_protections,Ohio,1
1961,3913722,1,Deaths,2644,Columbiana County (Ohio),39029.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.05279621598052e-05,3.93592302763211e-05,2.25001782041014e-05,Ohio,39029.0,27.3,6.0,78.8,32.3,1.2,4.2,OH,Ohio,some_restrictions_protections,Ohio,1
1962,3913728,1,Deaths,2659,Coshocton County (Ohio),39031.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.86790818086636e-05,5.27031305466806e-05,2.74650884307021e-05,Ohio,39031.0,29.8,5.4,68.5,31.3,0.7,2.3,OH,Ohio,some_restrictions_protections,Ohio,1
1963,3913734,1,Deaths,2638,Crawford County (Ohio),39033.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.59969841346419e-05,4.8922328309266e-05,2.52995677688345e-05,Ohio,39033.0,29.7,19.0,82.3,36.3,0.4,1.6,OH,Ohio,some_restrictions_protections,Ohio,1
1964,3913740,1,Deaths,2619,Cuyahoga County (Ohio),39035.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.94837698157516e-05,5.65086952533602e-05,4.33401668847318e-05,Ohio,39035.0,25.8,44.1,76.0,30.1,1.3,4.2,OH,Ohio,some_restrictions_protections,Ohio,1
1965,3913746,1,Deaths,2662,Darke County (Ohio),39037.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.51771073110406e-05,4.64996270804453e-05,2.56433469536115e-05,Ohio,39037.0,27.1,11.7,77.5,31.9,0.9,2.4,OH,Ohio,some_restrictions_protections,Ohio,1
1966,3913752,1,Deaths,2627,Defiance County (Ohio),39039.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.29872552113047e-05,4.62469409198162e-05,2.2937097043867e-05,Ohio,39039.0,19.9,10.5,80.2,32.6,1.1,3.8,OH,Ohio,some_restrictions_protections,Ohio,1
1967,3913758,1,Deaths,2660,Delaware County (Ohio),39041.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.15872463888571e-05,2.73905239010531e-05,1.62520289623748e-05,Ohio,39041.0,7.2,19.6,87.7,19.8,0.7,2.3,OH,Ohio,some_restrictions_protections,Ohio,1
1968,3913764,1,Deaths,2626,Erie County (Ohio),39043.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.04456324821214e-05,4.19506092647701e-05,2.11736738671222e-05,Ohio,39043.0,22.8,13.2,80.4,31.9,1.2,2.8,OH,Ohio,some_restrictions_protections,Ohio,1
1969,3913770,1,Deaths,2673,Fairfield County (Ohio),39045.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.45992390819851e-05,4.48012136361401e-05,2.65529029836918e-05,Ohio,39045.0,18.1,8.7,78.6,28.2,0.8,3.0,OH,Ohio,some_restrictions_protections,Ohio,1
1970,3913776,1,Deaths,2681,Fayette County (Ohio),39047.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.55762990458196e-05,4.89528778364578e-05,2.53207676140172e-05,Ohio,39047.0,30.3,0.0,74.8,37.4,1.0,2.7,OH,Ohio,some_restrictions_protections,Ohio,1
1971,3913782,1,Deaths,2669,Franklin County (Ohio),39049.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.99793559043779e-05,6.7827353593652e-05,5.28580923792957e-05,Ohio,39049.0,23.9,32.8,74.7,25.9,0.8,2.5,OH,Ohio,some_restrictions_protections,Ohio,1
1972,3913788,1,Deaths,2616,Fulton County (Ohio),39051.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.53118187037079e-05,4.7258923535151e-05,2.54714858322483e-05,Ohio,39051.0,19.6,0.0,82.9,33.1,1.5,2.5,OH,Ohio,some_restrictions_protections,Ohio,1
1973,3913794,1,Deaths,2698,Gallia County (Ohio),39053.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.23472693115279e-05,5.77333017973324e-05,2.99972237086302e-05,Ohio,39053.0,29.6,33.2,78.5,35.4,1.4,2.9,OH,Ohio,some_restrictions_protections,Ohio,1
1974,3913800,1,Deaths,2617,Geauga County (Ohio),39055.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.4117170407981e-05,3.24495545270652e-05,1.72049844449977e-05,Ohio,39055.0,13.0,25.6,62.2,22.5,1.0,1.7,OH,Ohio,some_restrictions_protections,Ohio,1
1975,3913806,1,Deaths,2678,Greene County (Ohio),39057.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.77863516963899e-05,3.50492147571667e-05,2.1181183765422e-05,Ohio,39057.0,17.2,29.0,79.5,29.6,1.1,3.2,OH,Ohio,some_restrictions_protections,Ohio,1
1976,3913812,1,Deaths,2665,Guernsey County (Ohio),39059.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.70292934624875e-05,4.97561708583579e-05,2.70002913057525e-05,Ohio,39059.0,30.0,15.5,81.2,32.3,0.8,2.1,OH,Ohio,some_restrictions_protections,Ohio,1
1977,3913818,1,Deaths,2691,Hamilton County (Ohio),39061.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.57999489309251e-05,6.43596005025893e-05,4.80531231566216e-05,Ohio,39061.0,23.2,52.1,76.6,27.0,1.2,4.9,OH,Ohio,some_restrictions_protections,Ohio,1
1978,3913824,1,Deaths,2634,Hancock County (Ohio),39063.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.41150659674945e-05,4.43502946417379e-05,2.56492664281913e-05,Ohio,39063.0,19.3,13.2,83.3,29.2,1.3,2.5,OH,Ohio,some_restrictions_protections,Ohio,1
1979,3913830,1,Deaths,2646,Hardin County (Ohio),39065.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.75396813958821e-05,5.04131403126816e-05,2.65109011998354e-05,Ohio,39065.0,28.6,0.0,77.1,33.7,1.1,2.0,OH,Ohio,some_restrictions_protections,Ohio,1
1980,3913836,1,Deaths,2661,Harrison County (Ohio),39067.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.07794550329516e-05,4.39809831898375e-05,2.01788097634442e-05,Ohio,39067.0,27.0,0.0,63.3,30.7,1.1,2.0,OH,Ohio,some_restrictions_protections,Ohio,1
1981,3913842,1,Deaths,2625,Henry County (Ohio),39069.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.31349941446276e-05,4.37700820545438e-05,2.38818962486153e-05,Ohio,39069.0,21.7,7.4,81.5,31.6,1.6,4.3,OH,Ohio,some_restrictions_protections,Ohio,1
1982,3913848,1,Deaths,2690,Highland County (Ohio),39071.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.15521581457234e-05,5.62572530406472e-05,2.97777576677424e-05,Ohio,39071.0,28.7,9.1,74.3,34.1,1.0,2.6,OH,Ohio,some_restrictions_protections,Ohio,1
1983,3913854,1,Deaths,2682,Hocking County (Ohio),39073.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.07328239503178e-05,4.30145285921239e-05,2.13676197730484e-05,Ohio,39073.0,28.6,0.0,79.8,33.4,0.7,5.9,OH,Ohio,some_restrictions_protections,Ohio,1
1984,3913860,1,Deaths,2652,Holmes County (Ohio),39075.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.43834472588272e-05,5.94296473322041e-05,3.10092474514236e-05,Ohio,39075.0,23.1,4.6,49.1,24.1,0.7,1.0,OH,Ohio,some_restrictions_protections,Ohio,1
1985,3913866,1,Deaths,2630,Huron County (Ohio),39077.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.27582671168039e-05,4.33151003849768e-05,2.35287619931478e-05,Ohio,39077.0,24.4,13.7,80.0,31.5,1.2,2.1,OH,Ohio,some_restrictions_protections,Ohio,1
1986,3913872,1,Deaths,2694,Jackson County (Ohio),39079.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.20292583399805e-05,5.78800663925118e-05,2.84964135620584e-05,Ohio,39079.0,26.9,0.0,77.5,36.6,1.1,2.8,OH,Ohio,some_restrictions_protections,Ohio,1
1987,3913878,1,Deaths,2654,Jefferson County (Ohio),39081.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.75920700274546e-05,5.01124858567728e-05,2.72441489025724e-05,Ohio,39081.0,28.2,6.0,62.4,31.9,1.4,3.0,OH,Ohio,some_restrictions_protections,Ohio,1
